GOID	TERM
GO:1903653	symbiont-mediated perturbation of host cell motility
GO:0141159	symbiont-mediated suppression of host phagosome acidification
GO:0140590	effector-mediated suppression of host defense response
GO:0052001	adhesion to host cell via type IV pili
GO:0033660	symbiont-mediated suppression of host resistance gene-dependent defense response
GO:0141117	symbiont-mediated suppression of host complement activation by recruitment of complement control protein
GO:0036521	modulation by symbiont of host protein localization to phagocytic vesicle
GO:0070957	negative regulation of neutrophil mediated killing of gram-negative bacterium
GO:0085015	dormancy maintenance of symbiont in host
GO:0070360	symbiont-mediated actin polymerization-dependent cell-to-cell migration in host
GO:0141043	symbiont-mediated evasion of host innate immune response
GO:0002423	natural killer cell mediated immune response to tumor cell
GO:0050829	defense response to Gram-negative bacterium
GO:0052086	symbiont-mediated suppression of host B-cell mediated immune response
GO:0009616	RNAi-mediated antiviral immune response
GO:0044742	envenomation resulting in modulation of sensory perception of pain in another organism
GO:0039527	symbiont-mediated suppression of host TRAF-mediated signal transduction
GO:0044465	modulation of sensory perception of pain in another organism
GO:0052029	symbiont-mediated suppression of host signal transduction pathway
GO:0052373	suppression of symbiont entry into host
GO:0052040	symbiont-mediated perturbation of host programmed cell death
GO:0039604	symbiont-mediated suppression of host translation
GO:0090714	innate immunity memory response
GO:0075039	establishment of turgor in appressorium
GO:0042381	hemolymph coagulation
GO:0051711	negative regulation of killing of cells of another organism
GO:0035916	modulation of calcium channel activity in another organism
GO:0099015	degradation of host chromosome by virus
GO:0052168	modulation by symbiont of defense-related host calcium-dependent protein kinase pathway
GO:0044734	envenomation resulting in positive regulation of acid-sensing ion channel activity in another organism
GO:0141059	symbiont-mediated disruption of host antimicrobial peptide activity
GO:0140533	symbiont-mediated suppression of host RNAi-mediated antiviral immune response
GO:0099016	symbiont-mediated evasion of DNA end degradation by host
GO:0039522	symbiont-mediated suppression of host mRNA export from nucleus
GO:0044082	symbiont-mediated perturbation of host small GTPase-mediated signal transduction
GO:0020013	modulation by symbiont of host erythrocyte aggregation
GO:0033635	modulation by symbiont of host response to abiotic stimulus
GO:0033638	modulation by symbiont of host heat acclimation
GO:0039634	killing by virus of host cell during superinfection exclusion
GO:0140913	viral release via disruption of host peptidoglycan cell wall
GO:0044497	positive regulation of blood pressure in another organism
GO:0141139	symbiont-mediated disruption of host mucosa
GO:0098672	symbiont-mediated suppression of host CRISPR-cas system
GO:0039564	symbiont-mediated suppression of host JAK-STAT cascade via inhibition of STAT2 activity
GO:0044619	positive regulation of relaxation of uterine smooth muscle in another organism
GO:0140886	symbiont-mediated suppression of host interferon-mediated signaling pathway
GO:0036167	phenotypic switching in response to host
GO:0044365	envenomation resulting in modulation of platelet aggregation in another organism
GO:0075003	adhesion of symbiont appressorium to host
GO:0039671	evasion by virus of host natural killer cell activity
GO:0141157	symbiont-mediated suppression of host exocytosis
GO:0019732	antifungal humoral response
GO:0141155	symbiont-mediated suppression of host translation elongation
GO:0044740	negative regulation of sensory perception of pain in another organism
GO:0044828	negative regulation by host of viral genome replication
GO:0039540	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of RIG-I activity
GO:0044553	modulation of biological quality in another organism
GO:0052028	symbiont-mediated activation of host signal transduction pathway
GO:0098932	symbiont entry into host cell via disruption of host cell wall peptidoglycan
GO:0052093	formation of specialized structure for nutrient acquisition
GO:0051862	translocation of molecules into symbiont
GO:0044482	envenomation resulting in blood vessel extracellular matrix damage, causing hemorrhagic damage in another organism
GO:0120326	appressorium-mediated entry into host
GO:0140367	antibacterial innate immune response
GO:0052094	formation of haustorium for nutrient acquisition
GO:0085019	formation of tubovesicular network for nutrient acquisition
GO:0070951	regulation of neutrophil mediated killing of gram-negative bacterium
GO:0001897	symbiont-mediated cytolysis of host cell
GO:0052008	symbiont-mediated disruption of host cellular anatomical entity
GO:0052078	symbiont-mediated suppression of host pathogen-associated molecular pattern receptor signaling pathway
GO:0052088	symbiont defense to host-produced jasmonic acid
GO:0052173	response to defenses of other organism
GO:0075196	adhesion of symbiont haustorium mother cell to host
GO:0042784	symbiont-mediated suppression of host complement activation
GO:1903652	modulation by virus of host cytoplasmic transport
GO:0052154	symbiont-mediated perturbation of host B-cell mediated immune response
GO:0039674	exit of virus from host cell nucleus
GO:0051673	disruption of plasma membrane integrity in another organism
GO:0075133	symbiont-mediated perturbation of host calcium or calmodulin-mediated signal transduction
GO:0044865	negative regulation by virus of host cell division
GO:0141146	symbiont-mediated disruption of host tissue
GO:0002242	defense response to parasitic plant
GO:0044696	killing by virus of host cell by post-segregational killing
GO:0099048	CRISPR-cas system
GO:0044509	envenomation resulting in modulation of signal transduction in another organism
GO:0044477	envenomation resulting in negative regulation of platelet aggregation in another organism
GO:0044414	symbiont-mediated suppression of host defenses
GO:0034054	symbiont-mediated suppression of host defense-related programmed cell death
GO:0141029	symbiont-mediated disruption of host focal adhesion
GO:0044864	positive regulation by virus of host cell division
GO:0044075	symbiont-mediated perturbation of host vacuole organization
GO:0052032	symbiont-mediated perturbation of host inflammatory response
GO:1990969	modulation by host of viral RNA-binding transcription factor activity
GO:0052170	symbiont-mediated suppression of host innate immune response
GO:0039579	symbiont-mediated suppression of host ISG15-protein conjugation
GO:0075118	symbiont-mediated perturbation of host G protein-coupled receptor signal transduction pathway
GO:0098995	symbiont entry into host cell via disruption of host cell envelope lipopolysaccharide
GO:0006948	induction by virus of host cell-cell fusion
GO:0044737	modulation of acid-sensing ion channel in another organism
GO:0141071	symbiont-mediated activation of host MAPK cascade
GO:0052009	symbiont-mediated disruption of host cell wall
